Name,Price,Year,Mileage,Transmission,Fuel Type,Seats,Owners,Doors,Engine
Mercedes-Benz GLC Coupe,"£32,058",2020,"14,663 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
Ford S-MAX,"£38,079",2023,"1,000 miles",Automatic,Hybrid,7 seats,1 owner(s),5 doors,2.5
Audi Q2,"£20,500",2021,"5,814 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Skoda Superb,"£19,495",2020,"33,992 miles",Manual,Diesel,5 seats,3 owner(s),5 doors,2
Audi Q7,"£44,700",2021,"31,409 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,3
Audi A1,"£20,400",2022,"19,386 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Audi A5,"£23,750",2017,"68,222 miles",Semi-automatic,Petrol,4 seats,2 owner(s),2 doors,3
Audi Q5,"£31,000",2018,"10,000 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,3
Nissan Qashqai,"£18,999",2021,"21,892 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Audi Q3,"£36,900",2023,"10,412 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Mazda 2 Hybrid,"£22,480",2023,"5,751 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Nissan Juke,"£14,999",2020,"22,219 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Kona,"£11,799",2020,"30,361 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi A6,"£64,555",2023,"5,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
Audi RS6,"£79,900",2021,"13,008 miles",Semi-automatic,Petrol,4 seats,1 owner(s),5 doors,4
Nissan e-NV200,"£14,495",2018,"1,039 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A7,"£33,700",2020,"36,823 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volkswagen Tiguan,"£39,669",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Peugeot 2008,"£16,995",2021,"14,470 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Audi Q5,"£49,900",2023,"4,751 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A1,"£13,200",2018,"24,122 miles",Manual,Petrol,5 seats,3 owner(s),5 doors,1.4
Audi Q3,"£25,700",2020,"26,262 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,N/A
Mitsubishi Eclipse Cross,"£18,500",2020,"13,245 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Vauxhall Grandland X,"£14,995",2021,"21,322 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Peugeot 2008,"£16,490",2021,"18,884 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Peugeot 2008,"£18,490",2022,"21,132 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Lexus IS,"£16,995",2017,"43,631 miles",Automatic,Hybrid,5 seats,3 owner(s),4 doors,2.5
Citroen C3 Aircross,"£15,395",2020,"2,698 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
SEAT Ibiza,"£15,600",2022,"6,467 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Aygo,"£11,867",2021,"14,925 miles",Semi-automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£15,628",2023,"2,242 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Lexus NX,"£22,943",2020,"49,794 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,2.5
Ford Mondeo Vignale,"£15,995",2018,"38,891 miles",Manual,Diesel,5 seats,4 owner(s),5 doors,2
Peugeot 208,"£9,695",2019,"24,943 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Citroen C4,"£15,295",2021,"15,663 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Toyota RAV4,"£24,795",2020,"14,809 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Citroen C5 Aircross,"£20,495",2021,"17,165 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Kia EV6,"£39,995",2022,"5,145 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,1
Kia Soul,"£24,000",2023,"7,339 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Cupra Formentor,"£27,900",2023,"5,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Citroen C3,"£9,995",2019,"28,268 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Peugeot 208,"£13,251",2021,"31,739 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Ford EcoSport,"£12,495",2020,"9,117 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Citroen Grand C4 SpaceTourer,"£15,995",2020,"39,019 miles",Manual,Diesel,7 seats,2 owner(s),5 doors,1.5
Nissan Leaf,"£17,390",2022,"3,034 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Citroen Space Tourer,"£23,495",2022,"19,502 miles",Automatic,Electric,9 seats,1 owner(s),5 doors,N/A
Citroen C3 Aircross,"£12,995",2021,"17,944 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Hyundai i30,"£12,993",2017,"45,307 miles",Semi-automatic,Petrol,5 seats,4 owner(s),5 doors,1.4
Peugeot 3008,"£27,779",2023,"9,150 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.2
Audi A4,"£24,900",2020,"37,819 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A5,"£52,800",2023,"4,736 miles",Semi-automatic,Diesel,4 seats,1 owner(s),2 doors,3
Volkswagen Tiguan Allspace,"£19,400",2018,"59,739 miles",Semi-automatic,Diesel,7 seats,2 owner(s),5 doors,2
Audi A1,"£18,900",2020,"47,849 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A3,"£42,750",2023,"7,032 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q4,"£44,000",2023,"8,000 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Polo,"£14,400",2020,"22,627 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota GR86,"£31,286",2022,"13,366 miles",Manual,Petrol,4 seats,1 owner(s),2 doors,2.4
Skoda Yeti Outdoor,"£12,400",2016,"43,324 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Audi A3,"£32,381",2023,"5,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Golf,"£29,400",2021,"24,876 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi Q3,"£28,400",2019,"11,658 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,2
Audi e-tron,"£28,000",2020,"12,951 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A3,"£31,861",2023,"3,324 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Polo,"£22,800",2023,"6,649 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
SEAT Ibiza,"£21,900",2023,"5,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Mitsubishi Outlander,"£19,990",2020,"15,595 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.4
Audi Q3,"£26,500",2019,"13,533 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,2
Audi Q2,"£27,500",2023,"14,311 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q8,"£69,000",2023,"9,100 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi Q4,"£55,600",2023,"2,949 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi e-tron,"£32,000",2021,"18,640 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Golf,"£37,900",2023,"3,013 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Nissan Juke,"£12,601",2019,"28,600 miles",Automatic,Petrol,5 seats,3 owner(s),5 doors,1.6
Audi A6,"£28,400",2023,"9,402 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Ford Kuga,"£13,568",2017,"49,981 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
Audi Q3,"£34,000",2020,"27,817 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Volkswagen T-Cross,"£25,400",2023,"5,000 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A3,"£26,400",2023,"12,967 miles",Manual,Petrol,5 seats,1 owner(s),4 doors,1.5
Audi A3,"£33,516",2023,"1,601 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi RS3,"£57,000",2022,"7,336 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2.5
Audi Q3,"£36,600",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A4,"£27,600",2021,"22,480 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£39,495",2019,"28,871 miles",Semi-automatic,Petrol,7 seats,2 owner(s),5 doors,2
Volkswagen T-Roc,"£20,890",2020,"30,153 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi Q5,"£46,500",2020,"25,992 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,3
Audi Q5,"£34,500",2021,"24,580 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Skoda Superb,"£33,600",2023,"3,836 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Volvo XC90,"£39,495",2019,"28,871 miles",Semi-automatic,Petrol,7 seats,2 owner(s),5 doors,2
Volkswagen Tiguan,"£18,790",2020,"19,969 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Taigo,"£27,900",2023,"5,000 miles",Automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
SEAT Leon,"£12,900",2020,"40,400 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.5
Volkswagen Polo,"£20,995",2023,"1,860 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Audi Q5,"£48,900",2023,"1,225 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A3,"£23,000",2020,"10,689 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Ford Kuga,"£24,690",2021,"17,897 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q3,"£37,900",2023,"3,758 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A6,"£43,900",2023,"4,633 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A1,"£20,500",2022,"14,524 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Tiguan,"£25,600",2020,"24,747 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,2
Audi RS6,"£80,900",2021,"22,592 miles",Semi-automatic,Petrol,4 seats,2 owner(s),5 doors,4
Volkswagen Golf,"£36,995",2023,"1,224 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.4
Audi e-tron,"£47,000",2022,"4,779 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A4,"£31,900",2023,"4,751 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Audi Q5,"£56,861",2023,"5,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volkswagen ID.5,"£39,500",2023,"4,515 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Ford Focus,"£16,143",2021,"13,943 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Golf,"£16,700",2020,"37,689 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
SEAT Ibiza,"£14,700",2020,"16,256 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
SEAT Ateca,"£24,700",2022,"11,142 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi A6,"£30,900",2022,"7,047 miles",Semi-automatic,Petrol,5 seats,1 owner(s),4 doors,2
Volkswagen Polo,"£20,000",2022,"9,337 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Audi A6,"£43,500",2023,"2,663 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q5,"£36,000",2022,"18,606 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi Q4,"£59,041",2023,925 miles,Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi A3,"£31,716",2023,"5,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Audi e-tron GT,"£71,900",2023,"4,751 miles",Automatic,Electric,5 seats,1 owner(s),4 doors,N/A
Audi Q2,"£24,250",2020,"21,928 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Volkswagen Golf,"£23,790",2023,"4,521 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.5
Nissan Juke,"£14,890",2021,"8,167 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Cupra Formentor,"£27,900",2023,"5,000 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Ford Mondeo Vignale,"£15,995",2018,"38,891 miles",Manual,Diesel,5 seats,4 owner(s),5 doors,2
Peugeot 208,"£9,695",2019,"24,943 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Citroen Grand C4 SpaceTourer,"£15,995",2020,"39,019 miles",Manual,Diesel,7 seats,2 owner(s),5 doors,1.5
Nissan Leaf,"£17,390",2022,"3,034 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Toyota RAV4,"£24,795",2020,"14,809 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Citroen C3 Aircross,"£15,395",2020,"2,698 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Lexus IS,"£16,995",2017,"43,631 miles",Automatic,Hybrid,5 seats,3 owner(s),4 doors,2.5
Audi A4,"£24,900",2020,"37,819 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Audi A7,"£33,700",2020,"36,823 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Nissan e-NV200,"£14,495",2018,"1,039 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Audi RS6,"£79,900",2021,"13,008 miles",Semi-automatic,Petrol,4 seats,1 owner(s),5 doors,4
Hyundai i30,"£12,993",2017,"45,307 miles",Semi-automatic,Petrol,5 seats,4 owner(s),5 doors,1.4
Lexus NX,"£22,943",2020,"49,794 miles",Automatic,Hybrid,5 seats,2 owner(s),5 doors,2.5
Audi A6,"£64,555",2023,"5,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
SEAT Ibiza,"£15,600",2022,"6,467 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Toyota Aygo,"£11,867",2021,"14,925 miles",Semi-automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£15,628",2023,"2,242 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Volkswagen Tiguan,"£39,669",2023,"5,000 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Nissan Qashqai,"£18,999",2021,"21,892 miles",Semi-automatic,Petrol,5 seats,2 owner(s),5 doors,1.3
Nissan Juke,"£14,999",2020,"22,219 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Hyundai Kona,"£11,799",2020,"30,361 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Kia Soul,"£24,000",2023,"7,339 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Mazda 2 Hybrid,"£22,480",2023,"5,751 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Audi Q5,"£49,900",2023,"4,751 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A1,"£13,200",2018,"24,122 miles",Manual,Petrol,5 seats,3 owner(s),5 doors,1.4
Vauxhall Corsa,"£10,068",2019,"15,479 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Renault Clio,"£13,989",2021,"14,500 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
BMW 3 Series,"£21,798",2020,"35,598 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
BMW 3 Series,"£27,058",2020,"52,849 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Mercedes-Benz EQC,"£24,558",2020,"65,888 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Volkswagen Golf,"£18,058",2016,"45,800 miles",Semi-automatic,Petrol,5 seats,3 owner(s),5 doors,2
MINI Hatchback,"£9,058",2016,"47,108 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1.5
Hyundai Tucson,"£24,559",2021,"46,235 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
Volkswagen Tiguan,"£11,948",2016,"87,926 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Ford Puma,"£20,886",2022,"7,984 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Audi A3,"£15,900",2017,"42,570 miles",Manual,Petrol,5 seats,2 owner(s),4 doors,1.5
Ford Puma,"£19,475",2022,"10,289 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Volvo XC60,"£46,990",2022,"9,600 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi Q5,"£46,900",2023,"4,751 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Audi A5,"£36,400",2023,"2,020 miles",Semi-automatic,Petrol,4 seats,1 owner(s),2 doors,2
Citroen C5 Aircross,"£16,995",2021,"23,379 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Ford Kuga,"£19,999",2021,"21,111 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.5
BMW 3 Series,"£22,358",2021,"31,862 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),4 doors,2
Toyota GR Yaris,"£32,058",2021,"5,158 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1.6
Audi A3,"£25,058",2021,"41,748 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.5
Peugeot 308,"£15,058",2021,"17,365 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1.2
Audi A4,"£19,999",2020,"66,704 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Vauxhall Corsa,"£10,068",2019,"15,479 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.4
Citroen C3,"£13,295",2023,"7,290 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Hyundai Tucson,"£24,559",2021,"46,235 miles",Semi-automatic,Hybrid,5 seats,2 owner(s),5 doors,1.6
MINI Hatchback,"£9,058",2016,"47,108 miles",Manual,Petrol,4 seats,1 owner(s),3 doors,1.5
BMW 3 Series,"£21,798",2020,"35,598 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),4 doors,2
BMW 3 Series,"£27,058",2020,"52,849 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volkswagen Golf,"£18,058",2016,"45,800 miles",Semi-automatic,Petrol,5 seats,3 owner(s),5 doors,2
Mercedes-Benz EQC,"£24,558",2020,"65,888 miles",Automatic,Electric,5 seats,1 owner(s),5 doors,N/A
Renault Clio,"£13,989",2021,"14,500 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Puma,"£18,937",2022,"11,353 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Vauxhall Grandland X,"£13,895",2021,"26,450 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1.2
Ford Focus,"£18,945",2021,"10,877 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Fiesta,"£13,895",2020,"10,241 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Peugeot 3008,"£25,999",2022,"9,210 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,1.2
Peugeot 2008,"£18,212",2022,"9,599 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Ford Fiesta,"£13,348",2020,"15,778 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Focus,"£15,798",2021,"12,548 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Ford Puma,"£20,886",2022,"7,984 miles",Semi-automatic,Petrol,5 seats,1 owner(s),5 doors,1
Volkswagen Tiguan,"£11,948",2016,"87,926 miles",Semi-automatic,Diesel,5 seats,1 owner(s),5 doors,2
Ford EcoSport,"£12,355",2019,"25,579 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1
Mazda CX-5,"£28,999",2023,10 miles,Automatic,Petrol,5 seats,1 owner(s),5 doors,2
Toyota Corolla,"£22,579",2021,"6,768 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Corolla,"£25,769",2023,"6,993 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota Aygo X,"£17,495",2023,"6,544 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£17,495",2023,"6,544 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Corolla,"£22,579",2021,"6,768 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Corolla,"£21,329",2022,"7,718 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Audi Q3,"£30,000",2019,"38,000 miles",Semi-automatic,Diesel,5 seats,2 owner(s),5 doors,2
Fiat Talento,"£18,999",2020,"53,210 miles",Manual,Diesel,7 seats,1 owner(s),Not reported,2
Renault Captur,"£8,989",2019,"44,355 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,0.9
Peugeot 208,"£16,099",2021,"7,075 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Ford Fiesta,"£9,288",2018,"46,356 miles",Manual,Petrol,5 seats,2 owner(s),5 doors,1
Fiat 500X,"£6,790",2016,"80,264 miles",Manual,Diesel,5 seats,1 owner(s),5 doors,2
Ford Kuga,"£22,749",2021,"19,475 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Toyota Corolla,"£23,200",2021,"17,783 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Yaris,"£20,995",2021,"14,000 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Toyota Yaris Cross,"£23,775",2023,"9,583 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Toyota RAV4,"£31,995",2022,"17,288 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Toyota Yaris Cross,"£24,908",2022,"15,977 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Toyota Corolla,"£20,695",2021,"12,901 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota Yaris,"£17,577",2020,"16,777 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Toyota Avensis,"£11,090",2017,"60,275 miles",Manual,Diesel,5 seats,2 owner(s),5 doors,1.6
Toyota Corolla,"£17,190",2020,"58,886 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota C-HR,"£22,688",2021,"3,790 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota Prius,"£23,000",2020,"44,410 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Lexus RX,"£54,385",2023,100 miles,Automatic,Hybrid,5 seats,1 owner(s),5 doors,2.5
Lexus RX,"£45,165",2022,"8,500 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,3.5
Volvo XC60,"£48,990",2023,"1,500 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£44,990",2023,"15,122 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£51,690",2023,"2,500 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£48,990",2023,"1,000 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC40,"£32,990",2022,"4,175 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Volvo XC40,"£34,990",2023,"1,800 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Volvo XC60,"£58,290",2023,"1,200 miles",Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,2
Toyota Aygo X,"£15,795",2022,"1,197 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£16,037",2022,"4,346 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Corolla,"£32,486",2023,"2,013 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota Aygo X,"£12,999",2022,"8,383 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£14,999",2022,"6,212 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£15,143",2022,"9,245 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£14,999",2022,"4,124 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Toyota Aygo X,"£15,795",2022,"10,336 miles",Automatic,Petrol,4 seats,1 owner(s),5 doors,1
Toyota C-HR,"£25,995",2023,"7,777 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.8
Toyota Aygo,"£11,244",2022,"14,900 miles",Manual,Petrol,4 seats,1 owner(s),5 doors,1
Renault Megane,"£10,783",2016,"28,642 miles",Manual,Diesel,5 seats,3 owner(s),5 doors,1.5
Renault Captur,"£9,523",2019,"26,309 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,0.9
Renault Scenic,"£13,304",2018,"17,369 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.3
Nissan Qashqai,"£33,490",2023,985 miles,Semi-automatic,Hybrid,5 seats,1 owner(s),5 doors,1.5
Renault Trafic,"£17,495",2016,"58,000 miles",Manual,Diesel,9 seats,3 owner(s),5 doors,1.6
Vauxhall Insignia,"£15,495",2018,"19,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.6
Vauxhall Grandland,"£26,995",2022,"8,900 miles",Automatic,Hybrid,5 seats,1 owner(s),5 doors,1.6
Peugeot 2008,"£15,990",2020,"33,000 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Vauxhall Crossland X,"£14,995",2020,"17,800 miles",Manual,Petrol,5 seats,1 owner(s),5 doors,1.2
Renault Trafic,"£20,495",2017,"63,000 miles",Manual,Diesel,6 seats,2 owner(s),5 doors,1.6
Peugeot 5008,"£27,295",2021,"26,419 miles",Semi-automatic,Diesel,7 seats,1 owner(s),5 doors,1.5
